cn_year,baseline_regime,module,cf,cf_regime,flip,note,method_id,status
2016,J90,EXTERNAL,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2016,J90,EXTERNAL,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2016,J90,DEMOGRAPHY_LABOR,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2016,J90,DEMOGRAPHY_LABOR,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2016,J90,DEMOGRAPHY_LABOR,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2017,J00,GROWTH,CF_A,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2017,J00,GROWTH,CF_B,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2017,J00,GROWTH,CF_C,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2017,J00,INFLATION,CF_A,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2017,J00,INFLATION,CF_B,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2017,J00,INFLATION,CF_C,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2017,J00,MONEY_CREDIT,CF_A,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2017,J00,MONEY_CREDIT,CF_B,J90,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2017,J00,MONEY_CREDIT,CF_C,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2017,J00,EXTERNAL,CF_A,J90,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2017,J00,EXTERNAL,CF_B,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2017,J00,EXTERNAL,CF_C,J90,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2017,J00,DEMOGRAPHY_LABOR,CF_A,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2017,J00,DEMOGRAPHY_LABOR,CF_B,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2017,J00,DEMOGRAPHY_LABOR,CF_C,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2018,J90,GROWTH,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2018,J90,GROWTH,CF_B,J00,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2018,J90,GROWTH,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2018,J90,INFLATION,CF_A,J00,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2018,J90,INFLATION,CF_B,J00,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2018,J90,INFLATION,CF_C,J00,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2018,J90,MONEY_CREDIT,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2018,J90,MONEY_CREDIT,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2018,J90,MONEY_CREDIT,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2018,J90,EXTERNAL,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2018,J90,EXTERNAL,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2018,J90,EXTERNAL,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2018,J90,DEMOGRAPHY_LABOR,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2018,J90,DEMOGRAPHY_LABOR,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2018,J90,DEMOGRAPHY_LABOR,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2019,J90,GROWTH,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2019,J90,GROWTH,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2019,J90,GROWTH,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2019,J90,INFLATION,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2019,J90,INFLATION,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2019,J90,INFLATION,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2019,J90,MONEY_CREDIT,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2019,J90,MONEY_CREDIT,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2019,J90,MONEY_CREDIT,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2019,J90,EXTERNAL,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2019,J90,EXTERNAL,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2019,J90,EXTERNAL,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2019,J90,DEMOGRAPHY_LABOR,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2019,J90,DEMOGRAPHY_LABOR,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2019,J90,DEMOGRAPHY_LABOR,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2020,J90,GROWTH,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2020,J90,GROWTH,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2020,J90,GROWTH,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2020,J90,INFLATION,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2020,J90,INFLATION,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2020,J90,INFLATION,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2020,J90,MONEY_CREDIT,CF_A,OTHER,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2020,J90,MONEY_CREDIT,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2020,J90,MONEY_CREDIT,CF_C,OTHER,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2020,J90,EXTERNAL,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2020,J90,EXTERNAL,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2020,J90,EXTERNAL,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2020,J90,DEMOGRAPHY_LABOR,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2020,J90,DEMOGRAPHY_LABOR,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2020,J90,DEMOGRAPHY_LABOR,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2021,J00,GROWTH,CF_A,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2021,J00,GROWTH,CF_B,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2021,J00,GROWTH,CF_C,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2021,J00,INFLATION,CF_A,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2021,J00,INFLATION,CF_B,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2021,J00,INFLATION,CF_C,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2021,J00,MONEY_CREDIT,CF_A,J90,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2021,J00,MONEY_CREDIT,CF_B,J90,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2021,J00,MONEY_CREDIT,CF_C,J90,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2021,J00,EXTERNAL,CF_A,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2021,J00,EXTERNAL,CF_B,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2021,J00,EXTERNAL,CF_C,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2021,J00,DEMOGRAPHY_LABOR,CF_A,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2021,J00,DEMOGRAPHY_LABOR,CF_B,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2021,J00,DEMOGRAPHY_LABOR,CF_C,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2022,J90,GROWTH,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2022,J90,GROWTH,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2022,J90,GROWTH,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2022,J90,INFLATION,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2022,J90,INFLATION,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2022,J90,INFLATION,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2022,J90,MONEY_CREDIT,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2022,J90,MONEY_CREDIT,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2022,J90,MONEY_CREDIT,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2022,J90,EXTERNAL,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2022,J90,EXTERNAL,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2022,J90,EXTERNAL,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2022,J90,DEMOGRAPHY_LABOR,CF_A,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2022,J90,DEMOGRAPHY_LABOR,CF_B,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2022,J90,DEMOGRAPHY_LABOR,CF_C,J90,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2023,J00,GROWTH,CF_A,OTHER,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2023,J00,GROWTH,CF_B,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2023,J00,GROWTH,CF_C,OTHER,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2023,J00,INFLATION,CF_A,J90,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2023,J00,INFLATION,CF_B,J90,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2023,J00,INFLATION,CF_C,J90,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2023,J00,MONEY_CREDIT,CF_A,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2023,J00,MONEY_CREDIT,CF_B,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2023,J00,MONEY_CREDIT,CF_C,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2023,J00,EXTERNAL,CF_A,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2023,J00,EXTERNAL,CF_B,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2023,J00,EXTERNAL,CF_C,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2023,J00,DEMOGRAPHY_LABOR,CF_A,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2023,J00,DEMOGRAPHY_LABOR,CF_B,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2023,J00,DEMOGRAPHY_LABOR,CF_C,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2024,OTHER,GROWTH,CF_A,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2024,OTHER,GROWTH,CF_B,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2024,OTHER,GROWTH,CF_C,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2024,OTHER,INFLATION,CF_A,J90,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2024,OTHER,INFLATION,CF_B,J90,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2024,OTHER,INFLATION,CF_C,J90,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2024,OTHER,MONEY_CREDIT,CF_A,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2024,OTHER,MONEY_CREDIT,CF_B,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2024,OTHER,MONEY_CREDIT,CF_C,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2024,OTHER,EXTERNAL,CF_A,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2024,OTHER,EXTERNAL,CF_B,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2024,OTHER,EXTERNAL,CF_C,OTHER,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2024,OTHER,DEMOGRAPHY_LABOR,CF_A,J00,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2024,OTHER,DEMOGRAPHY_LABOR,CF_B,J00,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2024,OTHER,DEMOGRAPHY_LABOR,CF_C,J00,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2025,J00,GROWTH,CF_A,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2025,J00,GROWTH,CF_B,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2025,J00,GROWTH,CF_C,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2025,J00,INFLATION,CF_A,J90,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2025,J00,INFLATION,CF_B,J90,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2025,J00,INFLATION,CF_C,J90,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2025,J00,MONEY_CREDIT,CF_A,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2025,J00,MONEY_CREDIT,CF_B,J90,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2025,J00,MONEY_CREDIT,CF_C,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2025,J00,EXTERNAL,CF_A,J90,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2025,J00,EXTERNAL,CF_B,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2025,J00,EXTERNAL,CF_C,J90,True,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2025,J00,DEMOGRAPHY_LABOR,CF_A,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2025,J00,DEMOGRAPHY_LABOR,CF_B,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
2025,J00,DEMOGRAPHY_LABOR,CF_C,J00,False,,H5-3-COUNTERFACTUAL,FROZEN-20260906
