date,reference_month,afre_stock_yoy_pct,observation_status,frequency_status,definition_regime,vintage_status,available_date,pit_use_status,verification_status,source_url
2013-02-01,2013-02,,STRUCTURAL_NA,NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,HISTORICAL_PRE_REGULAR_STOCK_PUBLICATION,RETROSPECTIVE_HISTORICAL_RELEASE,2015-02-10,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,STRUCTURAL_NA_NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,https://www.stats.gov.cn/sj/ndsj/2015/html/CH1904.jpg
2013-03-01,2013-03,,STRUCTURAL_NA,NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,HISTORICAL_PRE_REGULAR_STOCK_PUBLICATION,RETROSPECTIVE_HISTORICAL_RELEASE,2015-02-10,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,STRUCTURAL_NA_NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,https://www.stats.gov.cn/sj/ndsj/2015/html/CH1904.jpg
2013-04-01,2013-04,,STRUCTURAL_NA,NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,HISTORICAL_PRE_REGULAR_STOCK_PUBLICATION,RETROSPECTIVE_HISTORICAL_RELEASE,2015-02-10,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,STRUCTURAL_NA_NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,https://www.stats.gov.cn/sj/ndsj/2015/html/CH1904.jpg
2013-05-01,2013-05,,STRUCTURAL_NA,NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,HISTORICAL_PRE_REGULAR_STOCK_PUBLICATION,RETROSPECTIVE_HISTORICAL_RELEASE,2015-02-10,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,STRUCTURAL_NA_NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,https://www.stats.gov.cn/sj/ndsj/2015/html/CH1904.jpg
2013-06-01,2013-06,,STRUCTURAL_NA,NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,HISTORICAL_PRE_REGULAR_STOCK_PUBLICATION,RETROSPECTIVE_HISTORICAL_RELEASE,2015-02-10,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,STRUCTURAL_NA_NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,https://www.stats.gov.cn/sj/ndsj/2015/html/CH1904.jpg
2013-07-01,2013-07,,STRUCTURAL_NA,NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,HISTORICAL_PRE_REGULAR_STOCK_PUBLICATION,RETROSPECTIVE_HISTORICAL_RELEASE,2015-02-10,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,STRUCTURAL_NA_NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,https://www.stats.gov.cn/sj/ndsj/2015/html/CH1904.jpg
2013-08-01,2013-08,,STRUCTURAL_NA,NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,HISTORICAL_PRE_REGULAR_STOCK_PUBLICATION,RETROSPECTIVE_HISTORICAL_RELEASE,2015-02-10,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,STRUCTURAL_NA_NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,https://www.stats.gov.cn/sj/ndsj/2015/html/CH1904.jpg
2013-09-01,2013-09,,STRUCTURAL_NA,NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,HISTORICAL_PRE_REGULAR_STOCK_PUBLICATION,RETROSPECTIVE_HISTORICAL_RELEASE,2015-02-10,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,STRUCTURAL_NA_NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,https://www.stats.gov.cn/sj/ndsj/2015/html/CH1904.jpg
2013-10-01,2013-10,,STRUCTURAL_NA,NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,HISTORICAL_PRE_REGULAR_STOCK_PUBLICATION,RETROSPECTIVE_HISTORICAL_RELEASE,2015-02-10,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,STRUCTURAL_NA_NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,https://www.stats.gov.cn/sj/ndsj/2015/html/CH1904.jpg
2013-11-01,2013-11,,STRUCTURAL_NA,NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,HISTORICAL_PRE_REGULAR_STOCK_PUBLICATION,RETROSPECTIVE_HISTORICAL_RELEASE,2015-02-10,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,STRUCTURAL_NA_NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,https://www.stats.gov.cn/sj/ndsj/2015/html/CH1904.jpg
2013-12-01,2013-12,17.5,HAS_VALUE,ANNUAL_YEAR_END,HISTORICAL_PRE_REGULAR_STOCK_PUBLICATION,RETROSPECTIVE_HISTORICAL_RELEASE,2015-02-10,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,OFFICIAL_NBS_YEARBOOK_VERIFIED,https://www.stats.gov.cn/sj/ndsj/2015/html/CH1904.jpg
2014-01-01,2014-01,,STRUCTURAL_NA,NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,HISTORICAL_PRE_REGULAR_STOCK_PUBLICATION,RETROSPECTIVE_HISTORICAL_RELEASE,2015-02-10,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,STRUCTURAL_NA_NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,https://www.stats.gov.cn/sj/ndsj/2015/html/CH1904.jpg
2014-02-01,2014-02,,STRUCTURAL_NA,NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,HISTORICAL_PRE_REGULAR_STOCK_PUBLICATION,RETROSPECTIVE_HISTORICAL_RELEASE,2015-02-10,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,STRUCTURAL_NA_NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,https://www.stats.gov.cn/sj/ndsj/2015/html/CH1904.jpg
2014-03-01,2014-03,,STRUCTURAL_NA,NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,HISTORICAL_PRE_REGULAR_STOCK_PUBLICATION,RETROSPECTIVE_HISTORICAL_RELEASE,2015-02-10,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,STRUCTURAL_NA_NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,https://www.stats.gov.cn/sj/ndsj/2015/html/CH1904.jpg
2014-04-01,2014-04,,STRUCTURAL_NA,NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,HISTORICAL_PRE_REGULAR_STOCK_PUBLICATION,RETROSPECTIVE_HISTORICAL_RELEASE,2015-02-10,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,STRUCTURAL_NA_NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,https://www.stats.gov.cn/sj/ndsj/2015/html/CH1904.jpg
2014-05-01,2014-05,,STRUCTURAL_NA,NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,HISTORICAL_PRE_REGULAR_STOCK_PUBLICATION,RETROSPECTIVE_HISTORICAL_RELEASE,2015-02-10,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,STRUCTURAL_NA_NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,https://www.stats.gov.cn/sj/ndsj/2015/html/CH1904.jpg
2014-06-01,2014-06,,STRUCTURAL_NA,NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,HISTORICAL_PRE_REGULAR_STOCK_PUBLICATION,RETROSPECTIVE_HISTORICAL_RELEASE,2015-02-10,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,STRUCTURAL_NA_NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,https://www.stats.gov.cn/sj/ndsj/2015/html/CH1904.jpg
2014-07-01,2014-07,,STRUCTURAL_NA,NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,HISTORICAL_PRE_REGULAR_STOCK_PUBLICATION,RETROSPECTIVE_HISTORICAL_RELEASE,2015-02-10,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,STRUCTURAL_NA_NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,https://www.stats.gov.cn/sj/ndsj/2015/html/CH1904.jpg
2014-08-01,2014-08,,STRUCTURAL_NA,NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,HISTORICAL_PRE_REGULAR_STOCK_PUBLICATION,RETROSPECTIVE_HISTORICAL_RELEASE,2015-02-10,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,STRUCTURAL_NA_NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,https://www.stats.gov.cn/sj/ndsj/2015/html/CH1904.jpg
2014-09-01,2014-09,,STRUCTURAL_NA,NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,HISTORICAL_PRE_REGULAR_STOCK_PUBLICATION,RETROSPECTIVE_HISTORICAL_RELEASE,2015-02-10,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,STRUCTURAL_NA_NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,https://www.stats.gov.cn/sj/ndsj/2015/html/CH1904.jpg
2014-10-01,2014-10,,STRUCTURAL_NA,NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,HISTORICAL_PRE_REGULAR_STOCK_PUBLICATION,RETROSPECTIVE_HISTORICAL_RELEASE,2015-02-10,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,STRUCTURAL_NA_NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,https://www.stats.gov.cn/sj/ndsj/2015/html/CH1904.jpg
2014-11-01,2014-11,,STRUCTURAL_NA,NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,HISTORICAL_PRE_REGULAR_STOCK_PUBLICATION,RETROSPECTIVE_HISTORICAL_RELEASE,2015-02-10,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,STRUCTURAL_NA_NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,https://www.stats.gov.cn/sj/ndsj/2015/html/CH1904.jpg
2014-12-01,2014-12,14.3,HAS_VALUE,ANNUAL_YEAR_END,HISTORICAL_PRE_REGULAR_STOCK_PUBLICATION,RETROSPECTIVE_HISTORICAL_RELEASE,2015-02-10,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,OFFICIAL_NBS_YEARBOOK_VERIFIED,https://www.stats.gov.cn/sj/ndsj/2015/html/CH1904.jpg
2015-01-01,2015-01,,STRUCTURAL_NA,NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,QUARTERLY_OFFICIAL_STOCK_PUBLICATION,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,STRUCTURAL_NA_NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2016/02/2016022916041348863.htm
2015-02-01,2015-02,,STRUCTURAL_NA,NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,QUARTERLY_OFFICIAL_STOCK_PUBLICATION,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,STRUCTURAL_NA_NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2016/02/2016022916041348863.htm
2015-03-01,2015-03,13.1,HAS_VALUE,QUARTER_END,QUARTERLY_OFFICIAL_STOCK_PUBLICATION,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2016/02/2016022916041348863.htm
2015-04-01,2015-04,,STRUCTURAL_NA,NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,QUARTERLY_OFFICIAL_STOCK_PUBLICATION,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,STRUCTURAL_NA_NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2016/02/2016022916041348863.htm
2015-05-01,2015-05,,STRUCTURAL_NA,NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,QUARTERLY_OFFICIAL_STOCK_PUBLICATION,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,STRUCTURAL_NA_NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2016/02/2016022916041348863.htm
2015-06-01,2015-06,12.0,HAS_VALUE,QUARTER_END,QUARTERLY_OFFICIAL_STOCK_PUBLICATION,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2016/02/2016022916041348863.htm
2015-07-01,2015-07,,STRUCTURAL_NA,NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,QUARTERLY_OFFICIAL_STOCK_PUBLICATION,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,STRUCTURAL_NA_NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2016/02/2016022916041348863.htm
2015-08-01,2015-08,,STRUCTURAL_NA,NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,QUARTERLY_OFFICIAL_STOCK_PUBLICATION,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,STRUCTURAL_NA_NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2016/02/2016022916041348863.htm
2015-09-01,2015-09,12.5,HAS_VALUE,QUARTER_END,QUARTERLY_OFFICIAL_STOCK_PUBLICATION,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2016/02/2016022916041348863.htm
2015-10-01,2015-10,,STRUCTURAL_NA,NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,QUARTERLY_OFFICIAL_STOCK_PUBLICATION,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,STRUCTURAL_NA_NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2016/02/2016022916041348863.htm
2015-11-01,2015-11,,STRUCTURAL_NA,NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,QUARTERLY_OFFICIAL_STOCK_PUBLICATION,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,STRUCTURAL_NA_NO_DIRECT_OFFICIAL_MONTHLY_OBSERVATION,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2016/02/2016022916041348863.htm
2015-12-01,2015-12,12.5,HAS_VALUE,QUARTER_END,QUARTERLY_OFFICIAL_STOCK_PUBLICATION,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2016/02/2016022916041348863.htm
2016-01-01,2016-01,13.1,HAS_VALUE,MONTHLY,MONTHLY_PRE_2017_REVISED_SCOPE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2018/04/2018041118085441632.htm
2016-02-01,2016-02,12.7,HAS_VALUE,MONTHLY,MONTHLY_PRE_2017_REVISED_SCOPE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2018/04/2018041118085441632.htm
2016-03-01,2016-03,13.4,HAS_VALUE,MONTHLY,MONTHLY_PRE_2017_REVISED_SCOPE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2018/04/2018041118085441632.htm
2016-04-01,2016-04,13.1,HAS_VALUE,MONTHLY,MONTHLY_PRE_2017_REVISED_SCOPE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2018/04/2018041118085441632.htm
2016-05-01,2016-05,12.6,HAS_VALUE,MONTHLY,MONTHLY_PRE_2017_REVISED_SCOPE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2018/04/2018041118085441632.htm
2016-06-01,2016-06,12.4,HAS_VALUE,MONTHLY,MONTHLY_PRE_2017_REVISED_SCOPE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2018/04/2018041118085441632.htm
2016-07-01,2016-07,12.2,HAS_VALUE,MONTHLY,MONTHLY_PRE_2017_REVISED_SCOPE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2018/04/2018041118085441632.htm
2016-08-01,2016-08,12.3,HAS_VALUE,MONTHLY,MONTHLY_PRE_2017_REVISED_SCOPE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2018/04/2018041118085441632.htm
2016-09-01,2016-09,12.5,HAS_VALUE,MONTHLY,MONTHLY_PRE_2017_REVISED_SCOPE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2018/04/2018041118085441632.htm
2016-10-01,2016-10,12.8,HAS_VALUE,MONTHLY,MONTHLY_PRE_2017_REVISED_SCOPE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2018/04/2018041118085441632.htm
2016-11-01,2016-11,13.3,HAS_VALUE,MONTHLY,MONTHLY_PRE_2017_REVISED_SCOPE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2018/04/2018041118085441632.htm
2016-12-01,2016-12,12.8,HAS_VALUE,MONTHLY,MONTHLY_PRE_2017_REVISED_SCOPE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/fileDir/resource/cms/2018/04/2018041118085441632.htm
2017-01-01,2017-01,16.4,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_RETROSPECTIVE_COMPARABLE,RETROSPECTIVE_COMPARABLE,2020-01-31,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,OFFICIAL_PBOC_RETROSPECTIVE_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110511314347909.pdf
2017-02-01,2017-02,16.4,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_RETROSPECTIVE_COMPARABLE,RETROSPECTIVE_COMPARABLE,2020-01-31,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,OFFICIAL_PBOC_RETROSPECTIVE_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110511314347909.pdf
2017-03-01,2017-03,15.7,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_RETROSPECTIVE_COMPARABLE,RETROSPECTIVE_COMPARABLE,2020-01-31,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,OFFICIAL_PBOC_RETROSPECTIVE_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110511314347909.pdf
2017-04-01,2017-04,15.5,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_RETROSPECTIVE_COMPARABLE,RETROSPECTIVE_COMPARABLE,2020-01-31,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,OFFICIAL_PBOC_RETROSPECTIVE_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110511314347909.pdf
2017-05-01,2017-05,15.5,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_RETROSPECTIVE_COMPARABLE,RETROSPECTIVE_COMPARABLE,2020-01-31,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,OFFICIAL_PBOC_RETROSPECTIVE_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110511314347909.pdf
2017-06-01,2017-06,14.9,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_RETROSPECTIVE_COMPARABLE,RETROSPECTIVE_COMPARABLE,2020-01-31,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,OFFICIAL_PBOC_RETROSPECTIVE_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110511314347909.pdf
2017-07-01,2017-07,15.5,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_RETROSPECTIVE_COMPARABLE,RETROSPECTIVE_COMPARABLE,2020-01-31,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,OFFICIAL_PBOC_RETROSPECTIVE_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110511314347909.pdf
2017-08-01,2017-08,15.1,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_RETROSPECTIVE_COMPARABLE,RETROSPECTIVE_COMPARABLE,2020-01-31,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,OFFICIAL_PBOC_RETROSPECTIVE_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110511314347909.pdf
2017-09-01,2017-09,14.9,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_RETROSPECTIVE_COMPARABLE,RETROSPECTIVE_COMPARABLE,2020-01-31,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,OFFICIAL_PBOC_RETROSPECTIVE_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110511314347909.pdf
2017-10-01,2017-10,15.0,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_RETROSPECTIVE_COMPARABLE,RETROSPECTIVE_COMPARABLE,2020-01-31,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,OFFICIAL_PBOC_RETROSPECTIVE_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110511314347909.pdf
2017-11-01,2017-11,14.5,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_RETROSPECTIVE_COMPARABLE,RETROSPECTIVE_COMPARABLE,2020-01-31,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,OFFICIAL_PBOC_RETROSPECTIVE_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110511314347909.pdf
2017-12-01,2017-12,14.1,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_RETROSPECTIVE_COMPARABLE,RETROSPECTIVE_COMPARABLE,2020-01-31,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,OFFICIAL_PBOC_RETROSPECTIVE_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110511314347909.pdf
2018-01-01,2018-01,13.4,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_RETROSPECTIVE_COMPARABLE,RETROSPECTIVE_COMPARABLE,2020-01-31,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,OFFICIAL_PBOC_RETROSPECTIVE_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110511314347909.pdf
2018-02-01,2018-02,13.4,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_RETROSPECTIVE_COMPARABLE,RETROSPECTIVE_COMPARABLE,2020-01-31,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,OFFICIAL_PBOC_RETROSPECTIVE_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110511314347909.pdf
2018-03-01,2018-03,12.7,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_RETROSPECTIVE_COMPARABLE,RETROSPECTIVE_COMPARABLE,2020-01-31,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,OFFICIAL_PBOC_RETROSPECTIVE_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110511314347909.pdf
2018-04-01,2018-04,12.7,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_RETROSPECTIVE_COMPARABLE,RETROSPECTIVE_COMPARABLE,2020-01-31,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,OFFICIAL_PBOC_RETROSPECTIVE_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110511314347909.pdf
2018-05-01,2018-05,12.2,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_RETROSPECTIVE_COMPARABLE,RETROSPECTIVE_COMPARABLE,2020-01-31,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,OFFICIAL_PBOC_RETROSPECTIVE_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110511314347909.pdf
2018-06-01,2018-06,11.8,HAS_VALUE,MONTHLY,POST_2019_GOV_BOND_RETROSPECTIVE_COMPARABLE,RETROSPECTIVE_COMPARABLE,2020-01-31,NOT_PIT_AVAILABLE_AT_REFERENCE_MONTH,OFFICIAL_PBOC_RETROSPECTIVE_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025110511314347909.pdf
