quarter,value,variable,country,unit,source_note
2014-Q2,-0.07451,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2014-Q3,0.079012,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2014-Q4,0.01338,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2015-Q1,-0.032798,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2015-Q2,-0.047382,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2015-Q3,0.047371,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2015-Q4,0.029713,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2016-Q1,-0.036413,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2016-Q2,-0.033543,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2016-Q3,0.042643,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2016-Q4,0.032285,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2017-Q1,-0.036926,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2017-Q2,-0.03892,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2017-Q3,0.059767,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2017-Q4,0.000964,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2018-Q1,-0.013359,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2018-Q2,-0.035724,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2018-Q3,0.033365,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2018-Q4,0.013718,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2019-Q1,-0.000895,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2019-Q2,-0.056241,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2019-Q3,0.044604,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2019-Q4,0.012442,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2020-Q1,-0.026981,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2020-Q2,0.017308,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2020-Q3,-0.010172,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2020-Q4,0.047229,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2021-Q1,-0.040266,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2021-Q2,-0.037297,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2021-Q3,0.031355,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2021-Q4,0.04201,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2022-Q1,-0.035146,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2022-Q2,-0.015859,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2022-Q3,0.011991,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2022-Q4,0.019685,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2023-Q1,-0.02513,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2023-Q2,-0.012818,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2023-Q3,0.04051,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2023-Q4,-0.010094,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2024-Q1,-0.004277,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2024-Q2,-0.028362,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2024-Q3,0.002608,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2024-Q4,0.056167,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2025-Q1,-0.063389,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2025-Q2,-0.003058,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2025-Q3,0.046516,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2025-Q4,0.025696,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
2026-Q1,-0.042014,credit_impulse_jp,JP,ratio,"Credit Impulse = CF_t - CF_{t-1}, CF = FFA transaction flow / Nominal GDP (see credit_flow_jp source_note: JPNNGDP NOT SAAR, quarterly SA, Billion Yen x10 = 億円); B0 semantics CREDIT_DEMAND_PROXY_EVIDENCE; covers 1994Q2+; cutoff 2026Q1"
