quarter,value,variable,country,unit,source_note
1964-Q2,322037.238116,boj_ffa_corp_liab,JP,亿日元,BOJ FFA 非金融法人企業 負債 stock 亿日元 自然季 (旧FFSA260L400 1964Q2-1999Q1 ratio-0.99x spliced to 新FFAS410L900 1997Q2-2026Q1; cutoff 2026-08-31)
2015-Q2,11393199,boj_ffa_corp_liab,JP,亿日元,BOJ FFA 非金融法人企業 負債 stock 亿日元 自然季 (旧FFSA260L400 1964Q2-1999Q1 ratio-0.99x spliced to 新FFAS410L900 1997Q2-2026Q1; cutoff 2026-08-31)
2016-Q1,10839852,boj_ffa_corp_liab,JP,亿日元,BOJ FFA 非金融法人企業 負債 stock 亿日元 自然季 (旧FFSA260L400 1964Q2-1999Q1 ratio-0.99x spliced to 新FFAS410L900 1997Q2-2026Q1; cutoff 2026-08-31)
2016-Q2,11434982,boj_ffa_corp_liab,JP,亿日元,BOJ FFA 非金融法人企業 負債 stock 亿日元 自然季 (旧FFSA260L400 1964Q2-1999Q1 ratio-0.99x spliced to 新FFAS410L900 1997Q2-2026Q1; cutoff 2026-08-31)
2017-Q1,12263444,boj_ffa_corp_liab,JP,亿日元,BOJ FFA 非金融法人企業 負債 stock 亿日元 自然季 (旧FFSA260L400 1964Q2-1999Q1 ratio-0.99x spliced to 新FFAS410L900 1997Q2-2026Q1; cutoff 2026-08-31)
2017-Q2,13003397,boj_ffa_corp_liab,JP,亿日元,BOJ FFA 非金融法人企業 負債 stock 亿日元 自然季 (旧FFSA260L400 1964Q2-1999Q1 ratio-0.99x spliced to 新FFAS410L900 1997Q2-2026Q1; cutoff 2026-08-31)
2018-Q1,13306321,boj_ffa_corp_liab,JP,亿日元,BOJ FFA 非金融法人企業 負債 stock 亿日元 自然季 (旧FFSA260L400 1964Q2-1999Q1 ratio-0.99x spliced to 新FFAS410L900 1997Q2-2026Q1; cutoff 2026-08-31)
2018-Q2,12274851,boj_ffa_corp_liab,JP,亿日元,BOJ FFA 非金融法人企業 負債 stock 亿日元 自然季 (旧FFSA260L400 1964Q2-1999Q1 ratio-0.99x spliced to 新FFAS410L900 1997Q2-2026Q1; cutoff 2026-08-31)
2019-Q1,12441635,boj_ffa_corp_liab,JP,亿日元,BOJ FFA 非金融法人企業 負債 stock 亿日元 自然季 (旧FFSA260L400 1964Q2-1999Q1 ratio-0.99x spliced to 新FFAS410L900 1997Q2-2026Q1; cutoff 2026-08-31)
2019-Q2,12776095,boj_ffa_corp_liab,JP,亿日元,BOJ FFA 非金融法人企業 負債 stock 亿日元 自然季 (旧FFSA260L400 1964Q2-1999Q1 ratio-0.99x spliced to 新FFAS410L900 1997Q2-2026Q1; cutoff 2026-08-31)
2020-Q1,12648014,boj_ffa_corp_liab,JP,亿日元,BOJ FFA 非金融法人企業 負債 stock 亿日元 自然季 (旧FFSA260L400 1964Q2-1999Q1 ratio-0.99x spliced to 新FFAS410L900 1997Q2-2026Q1; cutoff 2026-08-31)
2020-Q2,13286928,boj_ffa_corp_liab,JP,亿日元,BOJ FFA 非金融法人企業 負債 stock 亿日元 自然季 (旧FFSA260L400 1964Q2-1999Q1 ratio-0.99x spliced to 新FFAS410L900 1997Q2-2026Q1; cutoff 2026-08-31)
2021-Q1,13632510,boj_ffa_corp_liab,JP,亿日元,BOJ FFA 非金融法人企業 負債 stock 亿日元 自然季 (旧FFSA260L400 1964Q2-1999Q1 ratio-0.99x spliced to 新FFAS410L900 1997Q2-2026Q1; cutoff 2026-08-31)
2021-Q2,14484997,boj_ffa_corp_liab,JP,亿日元,BOJ FFA 非金融法人企業 負債 stock 亿日元 自然季 (旧FFSA260L400 1964Q2-1999Q1 ratio-0.99x spliced to 新FFAS410L900 1997Q2-2026Q1; cutoff 2026-08-31)
2022-Q1,14246072,boj_ffa_corp_liab,JP,亿日元,BOJ FFA 非金融法人企業 負債 stock 亿日元 自然季 (旧FFSA260L400 1964Q2-1999Q1 ratio-0.99x spliced to 新FFAS410L900 1997Q2-2026Q1; cutoff 2026-08-31)
2022-Q2,14556447,boj_ffa_corp_liab,JP,亿日元,BOJ FFA 非金融法人企業 負債 stock 亿日元 自然季 (旧FFSA260L400 1964Q2-1999Q1 ratio-0.99x spliced to 新FFAS410L900 1997Q2-2026Q1; cutoff 2026-08-31)
2023-Q1,15531512,boj_ffa_corp_liab,JP,亿日元,BOJ FFA 非金融法人企業 負債 stock 亿日元 自然季 (旧FFSA260L400 1964Q2-1999Q1 ratio-0.99x spliced to 新FFAS410L900 1997Q2-2026Q1; cutoff 2026-08-31)
2023-Q2,15416542,boj_ffa_corp_liab,JP,亿日元,BOJ FFA 非金融法人企業 負債 stock 亿日元 自然季 (旧FFSA260L400 1964Q2-1999Q1 ratio-0.99x spliced to 新FFAS410L900 1997Q2-2026Q1; cutoff 2026-08-31)
2024-Q1,15968233,boj_ffa_corp_liab,JP,亿日元,BOJ FFA 非金融法人企業 負債 stock 亿日元 自然季 (旧FFSA260L400 1964Q2-1999Q1 ratio-0.99x spliced to 新FFAS410L900 1997Q2-2026Q1; cutoff 2026-08-31)
2024-Q2,16433472,boj_ffa_corp_liab,JP,亿日元,BOJ FFA 非金融法人企業 負債 stock 亿日元 自然季 (旧FFSA260L400 1964Q2-1999Q1 ratio-0.99x spliced to 新FFAS410L900 1997Q2-2026Q1; cutoff 2026-08-31)
2025-Q1,17257780,boj_ffa_corp_liab,JP,亿日元,BOJ FFA 非金融法人企業 負債 stock 亿日元 自然季 (旧FFSA260L400 1964Q2-1999Q1 ratio-0.99x spliced to 新FFAS410L900 1997Q2-2026Q1; cutoff 2026-08-31)
2025-Q2,18310489,boj_ffa_corp_liab,JP,亿日元,BOJ FFA 非金融法人企業 負債 stock 亿日元 自然季 (旧FFSA260L400 1964Q2-1999Q1 ratio-0.99x spliced to 新FFAS410L900 1997Q2-2026Q1; cutoff 2026-08-31)
2026-Q1,18739150,boj_ffa_corp_liab,JP,亿日元,BOJ FFA 非金融法人企業 負債 stock 亿日元 自然季 (旧FFSA260L400 1964Q2-1999Q1 ratio-0.99x spliced to 新FFAS410L900 1997Q2-2026Q1; cutoff 2026-08-31)
